TreeID,Plot,Species,DBH_cm,carbon_at_time,years_ahead
1,Upper,sugar maple,35.40802449048941,274.15436591300266,16
10,Upper,sugar maple,39.76700122683482,358.0665910275772,16
100,Upper,sugar maple,28.15486540255548,161.8207504940644,16
104,Lower,sugar maple,17.272,52.59558752896721,16
105,Lower,sugar maple,12.851585751752637,26.647821813121137,16
106,Lower,beech,7.096129143444982,6.798462994908733,16
108,Lower,black birch,11.858366120808066,22.147179700538665,16
109,Lower,black birch,9.597250931116747,13.614416058505697,16
11,Upper,sugar maple,42.4526067841261,416.141758877789,16
110,Lower,red oak,70.41002977947457,1332.3572141607044,16
112,Lower,sugar maple,12.653721416858211,25.713623563485815,16
113,Lower,sugar maple,14.13562733998256,33.17309283643403,16
115,Lower,black birch,9.599712905739995,13.622450135481198,16
116,Lower,white pine,41.91,284.2720495869803,16
117,Lower,red oak,75.18400000000001,1549.3507512218632,16
118,Lower,black birch,8.491372051470417,10.27330931760113,16
119,Lower,pignut hickory,6.5740783961673275,5.7027125942849395,16
12,Upper,sugar maple,35.89986777918178,282.99242859488686,16
120,Lower,mockernut hickory,14.160334601987534,33.306603682705195,16
121,Lower,musclewood,8.395091136041634,10.007364494668296,16
122,Lower,white pine,31.743465205298957,141.93053609872786,16
123,Lower,black birch,9.616082885698875,13.675937864679444,16
125,Lower,musclewood,8.239902513103225,9.586984662433895,16
126,Lower,sugar maple,17.5514,54.573061824097074,16
127,Lower,black birch,14.478000000000002,35.05023867647802,16
128,Lower,black birch,24.460200000000004,117.08985602934408,16
129,Lower,musclewood,21.8694,90.50781072500678,16
13,Upper,sugar maple,40.42491520448688,371.8383967814695,16
130,Lower,musclewood,23.571199999999997,107.5323549497134,16
131,Lower,musclewood,17.526,54.39158571878679,16
132,Lower,black birch,12.00742759631518,22.792722839058445,16
133,Lower,black birch,12.0714030586006,23.073001314929293,16
135,Lower,white pine,14.622300985175393,20.439925408692815,16
138,Lower,shagbark hickory,43.561,441.5565156997868,16
14,Upper,sugar maple,42.48211599716922,416.8073669679804,16
140,Lower,black birch,11.924418274257624,22.431939587805285,16
141,Lower,musclewood,8.782004673520971,11.100094862653968,16
143,Lower,black birch,9.011688767729265,11.77919163280644,16
144,Lower,yellow birch,14.609416692850933,35.786306635406014,16
145,Lower,red oak,68.93494214509892,1269.0300874052298,16
146,Lower,dogwood,6.885361033041623,6.342970817770661,16
148,Lower,black birch,13.643064241919467,30.5744525042123,16
149,Lower,black birch,30.3276,191.99448914430434,16
15,Upper,sugar maple,24.795829816458976,120.81814164847628,16
150,Lower,black birch,13.81102481366526,31.44711770000014,16
151,Lower,red oak,52.20071821096431,669.4484858045811,16
153,Lower,black birch,8.91592391676615,11.493277089372933,16
154,Lower,black birch,8.785177779997504,11.109321585958332,16
157,Lower,black birch,9.405148910965046,12.995779031958925,16
160,Lower,red maple,8.35254871459915,9.891109347645317,16
161,Lower,black birch,13.753530590528014,31.146834712736673,16
163,Lower,musclewood,9.979900365412124,14.895378250504475,16
164,Lower,black birch,11.915339762636046,22.39267896730863,16
165,Lower,black birch,11.98642032833157,22.70111142750387,16
166,Lower,black birch,11.885722980100459,22.264869425118885,16
167,Upper,sugar maple,12.897605883881813,26.867805631338452,16
168,Upper,sugar maple,12.537692178773668,25.174551973847606,16
17,Upper,sugar maple,58.0898,856.0339524258058,16
171,Upper,sugar maple,20.795721452759754,80.612324457572,16
172,Upper,sugar maple,56.14192463335579,791.4473807275134,16
173,Upper,sugar maple,38.168284044283794,325.81968924129774,16
174,Upper,sugar maple,28.581626043790568,167.5178955819956,16
175,Upper,sugar maple,15.005983537007,38.060065765934816,16
178,Upper,sugar maple,41.11002846843833,386.49257206524504,16
18,Upper,norway maple,13.602934469592189,30.368004630927757,16
180,Upper,red maple,14.07172613509752,32.829194290086576,16
181,Upper,sugar maple,45.796200000000006,495.4148074617369,16
182,Upper,sugar maple,20.613114061479465,78.99353663365339,16
183,Upper,sugar maple,37.668662211538994,316.09360949039643,16
184,Upper,sugar maple,14.667520427621382,36.11450589494914,16
186,Upper,sugar maple,38.78477170417553,338.0509136869681,16
187,Upper,sugar maple,24.65101262662781,119.20136288552914,16
188,Upper,sugar maple,50.673,625.2410470086689,16
189,Upper,sugar maple,37.47747799928693,312.41586972358624,16
19,Upper,sugar maple,42.00365446489677,406.0892948034624,16
191,Upper,sugar maple,14.412780258931786,34.68814880930234,16
192,Upper,sugar maple,37.94250352352744,321.40381288718083,16
193,Upper,sugar maple,36.55855874230682,295.0775136566757,16
194,Upper,sugar maple,35.62262961600915,277.9911734202328,16
