TreeID,Plot,Species,DBH_cm,carbon_at_time,years_ahead
1,Upper,Sugar Maple,28.993262543922167,173.1189328602437,10
10,Upper,sugar maple,39.31536468070279,348.78240886698944,10
100,Upper,Sugar Maple,23.73694360976814,109.27939927232536,10
1000,Middle,Sugar Maple,84.98922039364362,2053.9889742196883,10
104,Lower,Sugar Maple,17.921059473152106,57.25293167265977,10
105,Lower,Sugar maple,5.408668972760737,3.6405683421230712,10
106,Lower,beech,5.408668972760737,3.6405683421230712,10
108,Lower,black birch ,9.455466766693778,13.15624947688863,10
109,Lower,Black Birch ,8.176310997556506,9.417666091781756,10
11,Upper,Sugar maple,43.09232408013176,430.7061502299832,10
110,Lower,red oak,69.69388631376643,1301.394698931667,10
112,Lower,sugar maple,9.91484239999582,14.672990577339823,10
113,Lower,sugar maple,11.37563327463058,20.128207648273193,10
115,Lower,black birch,7.882635492899937,8.65776085788929,10
116,Lower,White Pine ,43.878581814793115,318.83901940021246,10
117,Lower,red oak,75.8825764766943,1582.6614366749213,10
118,Lower,black birch,5.2460562156957256,3.393727953089736,10
119,Lower,pignut hickory,6.828629026501166,6.223409219524332,10
12,Upper,Sugar Maple ,27.634166298730026,155.02006227080804,10
120,Lower,mockernut hickory,11.39704248770571,20.21544231696559,10
121,Lower,Musclewood,5.921478404547176,4.483845171236892,10
122,Lower,white pine,32.121553306827785,146.19460781496932,10
123,Lower,black birch,7.92704253256595,8.770351444842635,10
125,Lower,musclewood,5.859606336556136,4.376819889573939,10
126,Lower,Sugar maple,18.211853679982905,59.41222455949404,10
127,Lower,Black Birch,15.051773256669348,38.32771234153317,10
128,Lower,black birch,24.460200000000004,117.08985602934408,10
129,Lower,musclewood,21.8694,90.50781072500678,10
13,Upper,Sugar Maple ,39.92482863478175,361.3435467897841,10
130,Lower,muscle wood,24.477147045337457,117.27652694094469,10
131,Lower,Muscle Wood,18.185417842998287,59.21405695380519,10
132,Lower,black birch,11.213163467850958,19.47314135040637,10
133,Lower,black birch,12.27893241983529,23.99554754493347,10
135,Lower,white pine,15.050526748648826,21.969453738583855,10
138,Lower,shagbark hickory,45.344388594572486,484.2453168765919,10
14,Upper,Sugar Maple ,43.878581814793115,448.9957219062086,10
140,Lower,black birch,9.74773115887251,14.110402819796759,10
141,Lower,Muscle Wood,7.239786238009575,7.119188188481318,10
143,Lower,black birch,6.861273580581622,6.292049882913492,10
144,Lower,Yellow birch,12.424935516476733,24.656861370379712,10
145,Lower,Red oak,63.36077926954977,1045.3180179746355,10
146,Lower,Dogwood,4.548689687137892,2.44455479649849,10
148,Lower,black birch,9.081625563882307,11.990506389730653,10
149,Lower,black birch,30.3276,191.99448914430434,10
15,Upper,Sugar Maple,18.581955397767562,62.22594689283656,10
150,Lower,black birch,9.792138198538524,14.258688845572944,10
151,Lower,red oak,55.38180735399241,767.0181661657899,10
153,Lower,black birch,6.661441902084562,5.87852305538074,10
154,Lower,black birch,6.32838910458946,5.224389692551348,10
157,Lower,black birch,7.571786215237841,7.8925520245563225,10
160,Lower,Red maple,7.262628305315597,7.170955783760843,10
161,Lower,black birch,9.658917079540483,13.81645637720679,10
163,Lower,Muscle Wood,8.838730949431168,11.26569699185625,10
164,Lower,black birch,11.324181067015996,19.919430356253034,10
165,Lower,black birch,10.50265083319474,16.751310791960606,10
166,Lower,black birch,10.769093071190822,17.744888024797806,10
167,Upper,Sugar Maple,8.541784074452872,10.414130550809741,10
168,Upper,Sugar Maple,7.993574459108324,8.940578489840703,10
17,Upper,Sugar Maple,61.34012559562392,970.2284011193824,10
171,Upper,Sugar Maple,16.282037580105772,45.9188914293822,10
172,Upper,Sugar Maple,57.47721113285699,835.4132220371205,10
173,Upper,Sugar Maple,34.2443162185282,253.8720035852924,10
174,Upper,Sugar Maple,24.265660349460507,114.95903949817118,10
175,Upper,Sugar Maple ,13.498512679859804,29.834507752204782,10
178,Upper,Sugar Maple,40.95819594319382,383.21733631817017,10
18,Upper,Norway Maple,11.625463160765937,21.159474185527923,10
180,Upper,Red Maple,13.635565083695939,30.53581296561459,10
181,Upper,sugar maple,46.61195279013552,515.9469489520451,10
182,Upper,Sugar Maple ,16.20273006915191,45.40609110955174,10
183,Upper,Sugar Maple,30.22880458500594,190.55901598472965,10
184,Upper,Sugar Maple,11.625463160765937,21.159474185527923,10
186,Upper,Sugar Maple,38.150132605117555,325.4634191802027,10
187,Upper,Sugar maple,18.370468701890623,60.60909628014095,10
188,Upper,Sugar maple,53.82463058220591,718.3195662388151,10
189,Upper,Sugar maple,30.105250380897573,188.77236789274934,10
19,Upper,sugar maple,41.86259678277039,402.9595399023234,10
191,Upper,Sugar Maple,10.483359795464803,16.68062785700251,10
192,Upper,Sugar Maple,30.846575605547827,199.63526824395814,10
193,Upper,Sugar maple,29.30214805419312,177.39036104475255,10
194,Upper,Sugar maple,27.201726584350716,149.4972303327064,10
196,Upper,Sugar maple,18.449776212844476,61.21259621937971,10
197,Upper,sugar maple,11.331770323150158,19.95014788787343,10
198,Upper,Norway maple,53.20174876567425,699.3439976563101,10
199,Upper,sugar maple,6.766647117220648,6.094251584213206,10
2,Upper,Sugar Maple,21.093359911306308,83.29070119362028,10
20,Upper,Sugar Maple,72.95459013861107,1445.7136909074013,10
21,Upper,Sugar Maple,24.39783953438361,116.40440513437461,10
22,Upper,Sugar Maple,10.55188599738287,16.93247610533208,10
23,Upper,Sugar Maple,42.980001546608726,428.1284070728921,10
24,Upper,Sugar Maple,20.564643171613948,78.56696435132667,10
26,Upper,sugar maple,38.12947223154473,325.0581727087995,10
27,Upper,sugar maple,17.720736166837117,55.791663501164436,10
28,Upper,Sugar Maple,44.32787194888532,459.640293573151,10
29,Upper,sugar maple,22.206448951004553,93.74826298436814,10
301,Lower,Black birch,19.50720969222921,69.58411594789715,10
302,Lower,red oak,48.955157776976115,577.5607995507652,10
303,Lower,sugar maple,24.184741991441644,114.07923971710818,10
304,Lower,red oak,61.50487228505514,976.232275160951,10
305,Lower,sugar maple,10.120266116741332,15.381642327714218,10
307,Lower,beech ,7.513891045681847,7.75444139435175,10
309,Lower,sugar maple,9.777893255498814,14.211026016385686,10
31,Upper,Sugar Maple,31.711455034306464,212.7445548110996,10
310,Lower,black birch,7.660600294569868,8.107103358608782,10
313,Lower,Sugar Maple,10.711780468525031,17.52843285802041,10
314,Lower,Sugar Maple,26.213292951483698,137.29695322350565,10
317,Lower,white pine,15.047280727228376,21.95761000320087,10
318,Lower,Musclewood,8.884415084043212,11.400072078069606,10
319,Lower,Musclewood,15.806192514382637,42.89078332706753,10
32,Upper,Sugar Maple,45.5862943412517,490.20770274775094,10
321,Lower,Burning Bush,7.262628305315597,7.170955783760843,10
322,Lower,Pignut hickory,8.655994410982986,10.737181348111601,10
324,Lower,black birch,12.989445054491506,27.30987025839807,10
326,Lower,Musclewood,5.408668972760737,3.6405683421230712,10
329,Lower,Muscle Wood,7.445364843763779,7.592748718755009,10
33,Upper,Sugar Maple,41.969098744901274,405.32131470381853,10
330,Lower,Musclewood ,7.239786238009575,7.119188188481318,10
331,Lower,Musclewood ,6.600208353440938,5.754980387143344,10
333,Lower,Red Maple ,8.655994410982986,10.737181348111601,10
334,Lower,Musclewood ,10.003676382038329,14.977123858888222,10
335,Lower,Black Oak,19.32215883333688,68.07525132037716,10
336,Lower,Pignut Hickory,9.386940564775712,12.93798430364261,10
337,Lower,Musclewood,10.73462253583105,17.6145215968121,10
338,Lower,musclewood,49.784000000000006,600.2992154145862,10
34,Upper,Sugar Maple,6.600208353440938,5.754980387143344,10
340,Lower,Red Oak,7.582417247599917,7.918062503197682,10
342,Lower,Black Birch,14.412195372100712,34.6849112213023,10
343,Lower,musclewood,10.06881093330006,15.20236274842531,10
344,Lower,White Ash,10.254939122404574,15.856501117039592,10
