TreeID,Year,DBH,GapYears,PrevDBH,GrowthRate,DBH_cm,Carbon,CO2e,PrevCarbon,CarbonGrowthRate,CarbonGrowth,Species_autumn olive,Species_basswood,Species_beech,Species_black birch,Species_black oak,Species_buckthorn,Species_burning bush,Species_dogwood,Species_hophornbeam,Species_mockernut,Species_mockernut hickory,Species_musclewood,Species_norway maple,Species_pignut hickory,Species_red maple,Species_red oak,Species_sassafras,Species_shagbark hickory,Species_sugar maple,Species_white ash,Species_white pine,Species_yellow birch,Plot_Middle,Plot_Upper,Group_softwood,GrowthType_initial,GrowthType_normal
13,2021,14.83,3.0,14.5,0.0075862068965517,37.6682,316.0846887546532,1160.0308077295772,300.14092507413557,0.0177069751224134,5.314587893505878,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
13,2022,14.6,1.0,14.83,-0.0155091031692515,37.084,304.9231375962875,1119.0679149783753,316.0846887546532,-0.0353119007514765,-11.161551158365684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
13,2023,14.9,1.0,14.6,0.0205479452054795,37.846,319.52675505808435,1172.6631910631695,304.9231375962875,0.0478927823480937,14.60361746179683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
13,2024,15.8,1.0,14.9,0.0604026845637584,40.132000000000005,365.6706566210666,1342.0113097993144,319.52675505808435,0.1444132637800365,46.14390156298225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
13,2025,14.74,1.0,15.8,-0.0670886075949367,37.4396,311.69011106967264,1143.902707625699,365.6706566210666,-0.1476206651367499,-53.98054555139396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
14,2015,15.06,,,,38.2524,327.4735643840218,1201.82798128936,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
14,2016,15.5,1.0,15.06,0.0292164674634793,39.37,349.89820731941523,1284.1264208622538,327.4735643840218,0.068477719652193,22.424642935393425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
14,2017,15.3,1.0,15.5,-0.0129032258064515,38.862,339.6011111062187,1246.3360777598225,349.89820731941523,-0.0294288338659492,-10.29709621319654,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
14,2018,15.5,1.0,15.3,0.0130718954248365,39.37,349.89820731941523,1284.1264208622538,339.6011111062187,0.030321149950466,10.29709621319654,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
14,2021,15.94,3.0,15.5,0.0094623655913978,40.4876,373.1658913339598,1369.5188211956324,349.89820731941523,0.0221661457797485,7.755894671514852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
14,2022,16.0,1.0,15.94,0.0037641154328733,40.64,376.40446953732254,1381.4044032019738,373.1658913339598,0.0086786554681773,3.2385782033627493,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
14,2023,16.25,1.0,16.0,0.015625,41.275,390.0691031954358,1431.5536087272492,376.40446953732254,0.0363030589804361,13.664633658113246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
14,2024,16.3,1.0,16.25,0.0030769230769231,41.402,392.835114909359,1441.7048717173475,390.0691031954358,0.0070910812757641,2.7660117139232057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
14,2025,16.5,1.0,16.3,0.0122699386503067,41.91,404.0097846139097,1482.7159095330485,392.835114909359,0.0284462088047528,11.174669704550697,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
15,2015,6.5,,,,16.51,47.411045443928835,173.99853677921882,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
15,2016,6.5,1.0,6.5,0.0,16.51,47.411045443928835,173.99853677921882,47.411045443928835,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
15,2017,6.6,1.0,6.5,0.0153846153846153,16.764,49.10546900846182,180.21707126105483,47.411045443928835,0.0357390044591383,1.6944235645329826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
15,2018,6.21,1.0,6.6,-0.059090909090909,15.7734,42.68639629769086,156.65907441252546,49.10546900846182,-0.1307201181535365,-6.419072710770955,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
15,2021,7.0,3.0,6.21,0.0424047235641438,17.78,56.22174274992082,206.33379589220945,42.68639629769086,0.1056960189208426,4.511782150743319,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
15,2022,6.88,1.0,7.0,-0.0171428571428571,17.4752,54.02965812854221,198.2888453317499,56.22174274992082,-0.0389899799287473,-2.192084621378612,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
15,2023,6.69,1.0,6.88,-0.0276162790697673,16.9926,50.65926477032057,185.91950170707648,54.02965812854221,-0.0623804309515178,-3.3703933582216408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
15,2024,7.03,1.0,6.69,0.0508221225710014,17.8562,56.77747296417937,208.37332577853823,50.65926477032057,0.1207717526418432,6.118208193858798,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
15,2025,7.05,1.0,7.03,0.0028449502133712,17.907,57.14967706792137,209.7393148392714,56.77747296417937,0.0065554890753384,0.3722041037419998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
167,2016,2.9,,,,7.366,7.4078845743540365,27.186936387879314,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
167,2017,2.75,1.0,2.9,-0.0517241379310344,6.985,6.556076423102267,24.06080047278532,7.4078845743540365,-0.1149866932593299,-0.8518081512517695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
167,2018,2.72,1.0,2.75,-0.0109090909090908,6.9088,6.392743670437877,23.46136927050701,6.556076423102267,-0.0249131861991173,-0.1633327526643899,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
167,2021,2.8,3.0,2.72,0.0098039215686274,7.111999999999999,6.833485601954647,25.078892159173552,6.392743670437877,0.0229813652394095,0.1469139771722565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
167,2022,2.8,1.0,2.8,0.0,7.111999999999999,6.833485601954647,25.078892159173552,6.833485601954647,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
167,2023,2.75,1.0,2.8,-0.0178571428571427,6.985,6.556076423102267,24.06080047278532,6.833485601954647,-0.0405955605983906,-0.2774091788523796,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
167,2024,2.7,1.0,2.75,-0.0181818181818181,6.8580000000000005,6.285147427752522,23.066491059851753,6.556076423102267,-0.0413248683915652,-0.2709289953497453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
167,2025,2.85,1.0,2.7,0.0555555555555555,7.239000000000001,7.117410089456821,26.12089502830653,6.285147427752522,0.1324173651089525,0.8322626617042994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
168,2015,2.4,,,,6.096,4.7936317430245,17.592628496899916,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
168,2016,2.375,1.0,2.4,-0.0104166666666666,6.0325,4.679561117140884,17.173989299907046,4.7936317430245,-0.0237962847374763,-0.1140706258836159,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
168,2017,2.5,1.0,2.375,0.0526315789473684,6.35,5.265514724444983,19.324439038713088,4.679561117140884,0.1252155047527414,0.5859536073040985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
168,2018,2.44,1.0,2.5,-0.024,6.1976,4.979381623436866,18.274330558013297,5.265514724444983,-0.0543409554396939,-0.2861331010081169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
168,2021,2.56,3.0,2.44,0.0163934426229508,6.502400000000001,5.560716214113794,20.40782850579762,4.979381623436866,0.0389161168086088,0.1937781968923092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
168,2022,2.56,1.0,2.56,0.0,6.502400000000001,5.560716214113794,20.40782850579762,5.560716214113794,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
168,2023,2.75,1.0,2.56,0.0742187499999999,6.985,6.556076423102267,24.06080047278532,5.560716214113794,0.1789985625344671,0.9953602089884734,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
168,2024,2.63,1.0,2.75,-0.0436363636363636,6.6802,5.916665719450596,21.714163190383687,6.556076423102267,-0.0975294768374753,-0.639410703651671,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
168,2025,2.61,1.0,2.63,-0.0076045627376425,6.6293999999999995,5.8136914467490275,21.33624760956893,5.916665719450596,-0.017404105214707,-0.1029742727015685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
17,2015,20.6,,,,52.324000000000005,673.0904341304744,2470.2418932588407,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
17,2016,21.25,1.0,20.6,0.0315533980582523,53.975,722.9435056262056,2653.2026656481744,673.0904341304744,0.0740659337405878,49.85307149573123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
17,2017,21.2,1.0,21.25,-0.0023529411764706,53.848,719.0370877404226,2638.866112007351,722.9435056262056,-0.0054034898375624,-3.9064178857829575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
17,2018,21.12,1.0,21.2,-0.0037735849056602,53.6448,712.8116900836726,2616.0189026070784,719.0370877404226,-0.0086579646069625,-6.225397656750033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
17,2021,22.06,3.0,21.12,0.0148358585858585,56.0324,787.9006889959028,2891.5955286149633,712.8116900836726,0.0351139952560803,25.029666304076727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
17,2022,22.4,1.0,22.06,0.0154125113327289,56.895999999999994,816.1110417683766,2995.127523289942,787.9006889959028,0.0358044524728426,28.21035277247381,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
17,2023,21.7,1.0,22.4,-0.0312499999999999,55.118,758.6408068940879,2784.2117613013024,816.1110417683766,-0.0704196266598235,-57.470234874288735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
17,2024,22.67,1.0,21.7,0.0447004608294932,57.58180000000001,838.9137408471101,3078.8134289088944,758.6408068940879,0.1058115161003051,80.27293395302229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
17,2025,22.87,1.0,22.67,0.0088222320247022,58.0898,856.033952425806,3141.644605402708,838.9137408471101,0.0204075946609342,17.12021157869583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
171,2015,6.2,,,,15.748,42.52846398772181,156.07946283493902,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
171,2016,6.1,1.0,6.2,-0.0161290322580646,15.494,40.967308485507594,150.35002214181287,42.52846398772181,-0.0367084854666965,-1.5611555022142127,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
171,2017,6.5,1.0,6.1,0.0655737704918033,16.51,47.411045443928835,173.99853677921882,40.967308485507594,0.1572897316576398,6.4437369584212405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
171,2018,6.13,1.0,6.5,-0.0569230769230769,15.5702,41.4321912788633,152.0561419934283,47.411045443928835,-0.1261067776313114,-5.978854165065535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
171,2021,6.19,3.0,6.13,0.0032626427406199,15.722600000000002,42.37086247926558,155.50106529890468,41.4321912788633,0.0075518670501435,0.3128904001340942,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
171,2022,6.31,1.0,6.19,0.0193861066235863,16.0274,44.2839485862685,162.5220913116054,42.37086247926558,0.0451509833659651,1.9130861070029184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
171,2023,6.13,1.0,6.31,-0.028526148969889,15.5702,41.4321912788633,152.0561419934283,44.2839485862685,-0.0643970873972487,-2.851757307405201,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
171,2024,6.25,1.0,6.13,0.0195758564437194,15.875,43.32143674949544,158.98967287064826,41.4321912788633,0.0455984926772613,1.88924547063214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
