Plot,TreeID,Species,Year,DBH,GapYears,PrevDBH,GrowthRate,GrowthType,DBH_cm,Group,Carbon,CO2e,PrevCarbon,CarbonGrowthRate
Upper,21,sugar maple,2017,9.24,1.0,9.3,-0.0064516129032258,normal,23.4696,hardwood,106.4692869303105,390.7422830342395,108.06612856699694,-0.0147765230221646
Upper,21,sugar maple,2018,9.41,1.0,9.24,0.0183982683982683,normal,23.9014,hardwood,111.02862091956688,407.4750387748104,106.4692869303105,0.0428229973235444
Upper,21,sugar maple,2021,9.25,3.0,9.41,-0.0056677293659227,annualized,23.495,hardwood,106.7344943352872,391.715594210504,111.02862091956688,-0.0128919508883224
Upper,21,sugar maple,2022,9.4,1.0,9.25,0.0162162162162162,normal,23.876,hardwood,110.75743127900908,406.4797727939633,106.7344943352872,0.0376910666863193
Upper,21,sugar maple,2023,9.3,1.0,9.4,-0.0106382978723403,normal,23.622000000000003,hardwood,108.06612856699694,396.6026918408788,110.75743127900908,-0.0242990712310082
Upper,21,sugar maple,2024,9.44,1.0,9.3,0.01505376344086,normal,23.9776,hardwood,111.84443977831646,410.4690939864214,108.06612856699694,0.0349629551962445
Upper,21,sugar maple,2025,9.25,1.0,9.44,-0.0201271186440677,normal,23.495,hardwood,106.7344943352872,391.715594210504,111.84443977831646,-0.0456879703019437
Upper,22,sugar maple,2015,3.8,,,,initial,9.652,hardwood,13.793709769009748,50.62291485226577,,
Upper,22,sugar maple,2016,3.9,1.0,3.8,0.0263157894736842,normal,9.906,hardwood,14.642910495857947,53.739481519798666,13.793709769009748,0.0615643464353653
Upper,22,sugar maple,2017,4.0,1.0,3.9,0.0256410256410256,normal,10.16,hardwood,15.520896100149129,56.961688687547294,14.642910495857947,0.0599597740175722
Upper,22,sugar maple,2018,9.1,1.0,4.0,1.275,normal,23.114,hardwood,102.79547885319684,377.2594073912324,15.520896100149129,5.623037625527895
Upper,22,sugar maple,2021,3.87,3.0,9.1,-0.1915750915750916,annualized,9.8298,hardwood,14.385137954488414,52.79345629297248,102.79547885319684,-0.2866868656255724
Upper,22,sugar maple,2022,3.8,1.0,3.87,-0.0180878552971576,normal,9.652,hardwood,13.793709769009748,50.62291485226577,14.385137954488414,-0.0411138348029627
Upper,22,sugar maple,2023,6.13,1.0,3.8,0.6131578947368421,normal,15.5702,hardwood,41.4321912788633,152.0561419934283,13.793709769009748,2.0037018302319782
Upper,22,sugar maple,2024,3.73,1.0,6.13,-0.3915171288743882,normal,9.4742,hardwood,13.21627676647218,48.503735732952904,41.4321912788633,-0.6810142944765153
Upper,23,sugar maple,2015,16.0,,,,initial,40.64,hardwood,376.40446953732254,1381.4044032019738,,
Upper,23,sugar maple,2016,15.8,1.0,16.0,-0.0124999999999999,normal,40.132000000000005,hardwood,365.6706566210666,1342.0113097993144,376.40446953732254,-0.0285166988836502
Upper,23,sugar maple,2017,13.8,1.0,15.8,-0.1265822784810126,normal,35.052,hardwood,267.8555875626219,983.0300063548224,365.6706566210666,-0.2674949911548617
Upper,23,sugar maple,2018,16.0,1.0,13.8,0.1594202898550724,normal,40.64,hardwood,376.40446953732254,1381.4044032019738,267.8555875626219,0.4052515124379214
Upper,23,sugar maple,2021,15.94,3.0,16.0,-0.00125,annualized,40.4876,hardwood,373.1658913339598,1369.5188211956324,376.40446953732254,-0.0028679948171565
Upper,23,sugar maple,2022,16.2,1.0,15.94,0.0163111668757841,normal,41.148,hardwood,387.31413343583506,1421.4428697095148,373.1658913339598,0.0379140817272967
Upper,23,sugar maple,2023,16.1,1.0,16.2,-0.0061728395061727,normal,40.894000000000005,hardwood,381.8372789432117,1401.342813721587,387.31413343583506,-0.0141406006644751
Upper,23,sugar maple,2024,16.1,1.0,16.1,0.0,normal,40.894000000000005,hardwood,381.8372789432117,1401.342813721587,381.8372789432117,0.0
Upper,23,sugar maple,2025,16.1,1.0,16.1,0.0,normal,40.894000000000005,hardwood,381.8372789432117,1401.342813721587,381.8372789432117,0.0
Upper,24,sugar maple,2015,8.0,,,,initial,20.32,hardwood,76.43385809522198,280.5122592094647,,
Upper,24,sugar maple,2016,7.9,1.0,8.0,-0.0124999999999999,normal,20.066000000000003,hardwood,74.25421677940489,272.5129755804159,76.43385809522198,-0.0285166988836501
Upper,24,sugar maple,2017,7.94,1.0,7.9,0.0050632911392405,normal,20.1676,hardwood,75.12179682578291,275.69699435062324,74.25421677940489,0.011683916200415
Upper,24,sugar maple,2018,7.75,1.0,7.94,-0.0239294710327456,normal,19.685,hardwood,71.05141434398648,260.7586906424304,75.12179682578291,-0.0541837742677557
Upper,24,sugar maple,2021,7.88,3.0,7.75,0.0055913978494623,annualized,20.0152,hardwood,73.82256176254042,270.9288016685233,71.05141434398648,0.0130006673999843
Upper,24,sugar maple,2022,7.9,1.0,7.88,0.0025380710659899,normal,20.066000000000003,hardwood,74.25421677940489,272.5129755804159,73.82256176254042,0.0058471963930612
Upper,24,sugar maple,2023,7.95,1.0,7.9,0.0063291139240506,normal,20.193,hardwood,75.33958221016906,276.4962667113204,74.25421677940489,0.0146168861222869
Upper,24,sugar maple,2024,7.8,1.0,7.95,-0.0188679245283019,normal,19.812,hardwood,72.1101498083406,264.64424979661,75.33958221016906,-0.0428650160657854
Upper,24,sugar maple,2025,7.8,1.0,7.8,0.0,normal,19.812,hardwood,72.1101498083406,264.64424979661,72.1101498083406,0.0
Upper,26,sugar maple,2015,13.4,,,,initial,34.036,hardwood,250.33400518608528,918.725799032933,,
Upper,26,sugar maple,2016,13.3125,1.0,13.4,-0.0065298507462686,normal,33.81375,hardwood,246.5902718648292,904.9862977439232,250.33400518608528,-0.0149549531573753
Upper,26,sugar maple,2017,13.3,1.0,13.3125,-0.0009389671361501,normal,33.782000000000004,hardwood,246.0580544890023,903.0330599746384,246.5902718648292,-0.0021583064563011
Upper,26,sugar maple,2018,13.42,1.0,13.3,0.0090225563909773,normal,34.086800000000004,hardwood,251.19419455381316,921.8826940124944,246.0580544890023,0.020873692086517
Upper,26,sugar maple,2021,13.7,3.0,13.42,0.0069547938400397,annualized,34.798,hardwood,263.41233982397756,966.7232871539976,251.19419455381316,0.0162134124846675
Upper,26,sugar maple,2022,13.8,1.0,13.7,0.0072992700729928,normal,35.052,hardwood,267.8555875626219,983.0300063548224,263.41233982397756,0.0168680318530768
Upper,26,sugar maple,2023,13.19,1.0,13.8,-0.0442028985507247,normal,33.5026,hardwood,241.40254334054612,885.9473340598042,267.8555875626219,-0.0987586051976285
Upper,26,sugar maple,2024,13.76,1.0,13.19,0.0432145564821834,normal,34.9504,hardwood,266.0732470395619,976.4888166351924,241.40254334054612,0.1021973644420675
Upper,26,sugar maple,2025,13.75,1.0,13.76,-0.0007267441860464,normal,34.925,hardwood,265.62871258806433,974.857375198196,266.0732470395619,-0.0016707220904155
Upper,27,sugar maple,2015,6.4,,,,initial,16.256,hardwood,45.75017417257656,167.90313921335596,,
Upper,27,sugar maple,2016,6.7,1.0,6.4,0.0468749999999999,normal,17.018,hardwood,50.833598900463016,186.5593079646993,45.75017417257656,0.1111126857946161
Upper,27,sugar maple,2017,6.5,1.0,6.7,-0.0298507462686567,normal,16.51,hardwood,47.411045443928835,173.99853677921882,50.833598900463016,-0.0673285687136939
Upper,27,sugar maple,2018,6.49,1.0,6.5,-0.0015384615384615,normal,16.4846,hardwood,47.24345101947152,173.38346524146047,47.411045443928835,-0.0035349236214485
Upper,27,sugar maple,2021,6.55,3.0,6.49,0.0030816640986132,annualized,16.637,hardwood,48.2540535238206,177.09237643242162,47.24345101947152,0.0071304592314996
Upper,27,sugar maple,2022,6.6,1.0,6.55,0.0076335877862595,normal,16.764,hardwood,49.10546900846182,180.21707126105483,48.2540535238206,0.0176444344560797
Upper,27,sugar maple,2023,5.98,1.0,6.6,-0.0939393939393938,normal,15.1892,hardwood,39.13736069366355,143.63411374574522,49.10546900846182,-0.2029938521324492
Upper,27,sugar maple,2024,6.6,1.0,5.98,0.1036789297658861,normal,16.764,hardwood,49.10546900846182,180.21707126105483,39.13736069366355,0.2546954658700868
Upper,27,sugar maple,2025,6.6,1.0,6.6,0.0,normal,16.764,hardwood,49.10546900846182,180.21707126105483,49.10546900846182,0.0
Upper,28,sugar maple,2015,15.7,,,,initial,39.878,hardwood,360.3694875228851,1322.5560192089883,,
Upper,28,sugar maple,2016,16.0,1.0,15.7,0.0191082802547771,normal,40.64,hardwood,376.40446953732254,1381.4044032019738,360.3694875228851,0.0444959481022076
Upper,28,sugar maple,2017,16.15,1.0,16.0,0.0093749999999999,normal,41.020999999999994,hardwood,384.57019542697657,1411.372617217004,376.40446953732254,0.0216940194671209
Upper,28,sugar maple,2018,16.02,1.0,16.15,-0.0080495356037151,normal,40.6908,hardwood,377.4875117544411,1385.3791681387986,384.57019542697657,-0.0184171414133427
Upper,28,sugar maple,2021,16.25,3.0,16.02,0.0047856845609654,annualized,41.275,hardwood,390.0691031954358,1431.5536087272492,377.4875117544411,0.0111099405492201
Upper,28,sugar maple,2022,16.7,1.0,16.25,0.0276923076923076,normal,42.418,hardwood,415.3619362137748,1524.3783059045536,390.0691031954358,0.0648419288047704
Upper,28,sugar maple,2023,16.06,1.0,16.7,-0.0383233532934132,normal,40.7924,hardwood,379.6588743684705,1393.3480689322869,415.3619362137748,-0.0859565086073004
Upper,28,sugar maple,2024,16.51,1.0,16.06,0.0280199252801994,normal,41.9354,hardwood,404.57317163460374,1484.7835398989955,379.6588743684705,0.065622849742617
Upper,28,sugar maple,2025,16.7,1.0,16.51,0.0115081768625074,normal,42.418,hardwood,415.3619362137748,1524.3783059045536,404.57317163460374,0.0266670291942024
Upper,29,sugar maple,2015,8.0,,,,initial,20.32,hardwood,76.43385809522198,280.5122592094647,,
Upper,29,sugar maple,2016,8.5,1.0,8.0,0.0625,normal,21.59,hardwood,87.87034686380746,322.48417299017336,76.43385809522198,0.1496259518175544
Upper,29,sugar maple,2017,8.35,1.0,8.5,-0.0176470588235294,normal,21.209,hardwood,84.34468201120112,309.5449829811081,87.87034686380746,-0.0401234885082547
Upper,29,sugar maple,2018,8.28,1.0,8.35,-0.0083832335329341,normal,21.0312,hardwood,82.72724968981179,303.60900636160926,84.34468201120112,-0.0191764588213698
Upper,29,sugar maple,2021,8.4,3.0,8.28,0.0048309178743961,annualized,21.336,hardwood,85.51083938820692,313.8247805547194,82.72724968981179,0.0112159323110272
Upper,29,sugar maple,2022,8.3,1.0,8.4,-0.0119047619047618,normal,21.082,hardwood,83.18756728330311,305.2983719297224,85.51083938820692,-0.0271693287251746
Upper,29,sugar maple,2023,7.68,1.0,8.3,-0.074698795180723,normal,19.5072,hardwood,69.5840364297351,255.37341369712777,83.18756728330311,-0.1635284129326671
Upper,29,sugar maple,2024,8.45,1.0,7.68,0.1002604166666666,normal,21.462999999999997,hardwood,86.68605562473786,318.13782414278796,69.5840364297351,0.2457750379610721
Upper,29,sugar maple,2025,8.33,1.0,8.45,-0.0142011834319525,normal,21.1582,hardwood,83.8807519122128,307.84235951782097,86.68605562473786,-0.0323616490830908
Upper,31,sugar maple,2015,11.2,,,,initial,28.447999999999997,hardwood,165.72203734228694,608.199877046193,,
Upper,31,sugar maple,2016,11.4,1.0,11.2,0.0178571428571429,normal,28.956000000000003,hardwood,172.6076221318073,633.4699732237327,165.72203734228694,0.0415489991551254
Upper,31,sugar maple,2017,11.38,1.0,11.4,-0.0017543859649122,normal,28.9052,hardwood,171.91192933554603,630.9167806614539,172.6076221318073,-0.0040304871109921
Upper,31,sugar maple,2018,11.51,1.0,11.38,0.0114235500878733,normal,29.2354,hardwood,176.46234894844673,647.6168206407995,171.91192933554603,0.0264694813820567
Upper,31,sugar maple,2021,11.55,3.0,11.51,0.0011584129742253,annualized,29.337000000000003,hardwood,177.87600847230877,652.8049510933731,176.46234894844673,0.0026703704450007
Upper,31,sugar maple,2022,11.6,1.0,11.55,0.0043290043290042,normal,29.464,hardwood,179.65205395432386,659.3230380123686,177.87600847230877,0.009984738792312
Upper,31,sugar maple,2023,11.73,1.0,11.6,0.0112068965517242,normal,29.7942,hardwood,184.3165104033064,676.4415931801344,179.65205395432386,0.025963835905647
Upper,31,sugar maple,2024,11.64,1.0,11.73,-0.0076726342710997,normal,29.565600000000003,hardwood,181.08007526664383,664.5638762285829,184.3165104033064,-0.0175591168126004
Upper,31,sugar maple,2025,11.68,1.0,11.64,0.0034364261168384,normal,29.6672,hardwood,182.5144903309642,669.8281795146386,181.08007526664383,0.007921440623482
Upper,32,sugar maple,2015,15.9,,,,initial,40.386,hardwood,371.0156229671586,1361.6273362894722,,
Upper,32,sugar maple,2016,16.2,1.0,15.9,0.0188679245283018,normal,41.148,hardwood,387.31413343583506,1421.4428697095148,371.0156229671586,0.0439294451762726
Upper,32,sugar maple,2017,16.15,1.0,16.2,-0.0030864197530864,normal,41.020999999999994,hardwood,384.57019542697657,1411.372617217004,387.31413343583506,-0.0070845284795502
Upper,32,sugar maple,2018,16.31,1.0,16.15,0.009907120743034,normal,41.4274,hardwood,393.3896431830305,1443.739990481722,384.57019542697657,0.0229332586376382
Upper,32,sugar maple,2021,16.84,3.0,16.31,0.0108318005313713,annualized,42.7736,hardwood,423.4143884333026,1553.9308055502204,393.3896431830305,0.025441057206737
Upper,32,sugar maple,2022,17.0,1.0,16.84,0.009501187648456,normal,43.18,hardwood,432.7243465602261,1588.0983518760297,423.4143884333026,0.021987817091837
Upper,32,sugar maple,2023,16.94,1.0,17.0,-0.0035294117647058,normal,43.02760000000001,hardwood,429.2196987502677,1575.2362944134825,432.7243465602261,-0.0080990307982836
Upper,32,sugar maple,2024,16.98,1.0,16.94,0.0023612750885477,normal,43.1292,hardwood,431.5543406768333,1583.804430283978,429.2196987502677,0.0054392702230658
Upper,32,sugar maple,2025,17.25,1.0,16.98,0.0159010600706713,normal,43.815,hardwood,447.5007219108198,1642.3276494127083,431.5543406768333,0.0369510389096697
Upper,33,sugar maple,2015,14.2,,,,initial,36.068,hardwood,286.0500339845308,1049.803624723228,,
Upper,33,sugar maple,2016,14.6,1.0,14.2,0.028169014084507,normal,37.084,hardwood,304.9231375962875,1119.0679149783753,286.0500339845308,0.0659783302552495
Upper,33,sugar maple,2017,14.8,1.0,14.6,0.0136986301369863,normal,37.592000000000006,hardwood,314.6159651190731,1154.6405919869983,304.9231375962875,0.0317877731391401
Upper,33,sugar maple,2018,14.96,1.0,14.8,0.0108108108108108,normal,37.9984,hardwood,322.4938795063194,1183.5525377881922,314.6159651190731,0.0250397794792922
Upper,33,sugar maple,2021,15.16,3.0,14.96,0.0044563279857397,annualized,38.5064,hardwood,332.49642076349943,1220.261864202043,322.4938795063194,0.0103387401465232
Upper,33,sugar maple,2022,15.8,1.0,15.16,0.0422163588390501,normal,40.132000000000005,hardwood,365.6706566210666,1342.0113097993144,332.49642076349943,0.0997732119383131
Upper,33,sugar maple,2023,15.61,1.0,15.8,-0.0120253164556962,normal,39.6494,hardwood,355.63581310485034,1305.1834340948008,365.6706566210666,-0.0274422990593282
Upper,33,sugar maple,2024,15.62,1.0,15.61,0.0006406149903907,normal,39.6748,hardwood,356.1600302677454,1307.1073110826255,355.63581310485034,0.0014740280466087
Upper,33,sugar maple,2025,15.65,1.0,15.62,0.001920614596671,normal,39.751000000000005,hardwood,357.7353009110744,1312.888554343643,356.1600302677454,0.0044229293279898
Upper,34,sugar maple,2015,2.0,,,,initial,5.08,hardwood,3.1517212627355704,11.566817034239545,,
Upper,34,sugar maple,2016,2.2,1.0,2.0,0.1,normal,5.588000000000001,hardwood,3.9241985910482433,14.401808829147052,3.1517212627355704,0.2450969688995253
Upper,34,sugar maple,2017,2.2,1.0,2.2,0.0,normal,5.588000000000001,hardwood,3.9241985910482433,14.401808829147052,3.9241985910482433,0.0
Upper,34,sugar maple,2018,2.06,1.0,2.2,-0.0636363636363636,normal,5.2324,hardwood,3.373443326628323,12.380537008725945,3.9241985910482433,-0.1403484690291377
Upper,34,sugar maple,2021,2.09,3.0,2.06,0.0048543689320388,annualized,5.308599999999999,hardwood,3.487508459022307,12.799156044611866,3.373443326628323,0.0112708906350581
Upper,34,sugar maple,2022,2.1,1.0,2.09,0.0047846889952154,normal,5.3340000000000005,hardwood,3.5260071571740457,12.940446266828747,3.487508459022307,0.0110390264580265
Upper,34,sugar maple,2023,2.24,1.0,2.1,0.0666666666666667,normal,5.6896,hardwood,4.090244353565643,15.011196777585909,3.5260071571740457,0.1600215686583605
Upper,34,sugar maple,2024,2.15,1.0,2.24,-0.0401785714285715,normal,5.460999999999999,hardwood,3.722093421977239,13.660082858656468,4.090244353565643,-0.0900070753150653
Upper,34,sugar maple,2025,2.0,1.0,2.15,-0.069767441860465,normal,5.08,hardwood,3.1517212627355704,11.566817034239545,3.722093421977239,-0.1532396139962218
Upper,35,sugar maple,2015,7.5,,,,initial,19.05,hardwood,65.89003184106538,241.8164168567099,,
Upper,35,sugar maple,2016,7.5,1.0,7.5,0.0,normal,19.05,hardwood,65.89003184106538,241.8164168567099,65.89003184106538,0.0
Upper,35,sugar maple,2017,7.7,1.0,7.5,0.0266666666666666,normal,19.558,hardwood,70.00152148417524,256.90558384692315,65.89003184106538,0.0623992662961108
Upper,35,sugar maple,2018,7.72,1.0,7.7,0.0025974025974025,normal,19.6088,hardwood,70.42041861164309,258.4429363047301,70.00152148417524,0.0059841146104594
Upper,35,sugar maple,2021,7.7,3.0,7.72,-0.0008635578583764,annualized,19.558,hardwood,70.00152148417524,256.90558384692315,70.42041861164309,-0.0019828393323343
Upper,35,sugar maple,2022,6.4,1.0,7.7,-0.1688311688311688,normal,16.256,hardwood,45.75017417257656,167.90313921335596,70.00152148417524,-0.3464402886883111
Upper,35,sugar maple,2023,7.6,1.0,6.4,0.1874999999999999,normal,19.304,hardwood,67.92819488567018,249.29647523040956,45.75017417257656,0.4847636345478114
Upper,35,sugar maple,2024,7.59,1.0,7.6,-0.0013157894736841,normal,19.2786,hardwood,67.72279851210013,248.54267053940745,67.92819488567018,-0.0030237278337184
Upper,35,sugar maple,2025,7.5,1.0,7.59,-0.0118577075098814,normal,19.05,hardwood,65.89003184106538,241.8164168567099,67.72279851210013,-0.027062772231825
Upper,38,sugar maple,2015,12.2,,,,initial,30.988,hardwood,201.74669188684177,740.4103592247093,,
Upper,38,sugar maple,2016,12.9,1.0,12.2,0.0573770491803279,normal,32.766,hardwood,229.36922401131957,841.7850521215428,201.74669188684177,0.1369169024093394
Upper,38,sugar maple,2017,12.53,1.0,12.9,-0.0286821705426357,normal,31.8262,hardwood,214.51925246299064,787.2856565391758,229.36922401131957,-0.0647426506861969
Upper,38,sugar maple,2018,12.46,1.0,12.53,-0.0055865921787708,normal,31.6484,hardwood,211.77286348332095,777.2064089837879,214.51925246299064,-0.0128025291349712
Upper,38,sugar maple,2021,13.56,3.0,12.46,0.0294275013376136,annualized,34.4424,hardwood,257.26227008558203,944.152531214086,211.77286348332095,0.0716009373659966
Upper,38,sugar maple,2022,13.0,1.0,13.56,-0.0412979351032448,normal,33.02,hardwood,233.4793749165397,856.8693059437007,257.26227008558203,-0.0924461063067296
Upper,38,sugar maple,2023,14.13,1.0,13.0,0.0869230769230769,normal,35.8902,hardwood,282.81717759672534,1037.939041779982,233.4793749165397,0.2113154650076568
Upper,38,sugar maple,2024,13.55,1.0,14.13,-0.0410474168435951,normal,34.417,hardwood,256.826119931772,942.5518601496032,282.81717759672534,-0.0919005623555671
Upper,38,sugar maple,2025,14.0,1.0,13.55,0.0332103321033209,normal,35.56,hardwood,276.8683379803203,1016.1068003877756,256.826119931772,0.0780380829406007
Upper,39,sugar maple,2015,2.0,,,,initial,5.08,hardwood,3.1517212627355704,11.566817034239545,,
Upper,39,sugar maple,2016,2.2,1.0,2.0,0.1,normal,5.588000000000001,hardwood,3.9241985910482433,14.401808829147052,3.1517212627355704,0.2450969688995253
Upper,39,sugar maple,2017,2.1,1.0,2.2,-0.0454545454545454,normal,5.3340000000000005,hardwood,3.5260071571740457,12.940446266828747,3.9241985910482433,-0.101470765211154
Upper,39,sugar maple,2018,2.1,1.0,2.1,0.0,normal,5.3340000000000005,hardwood,3.5260071571740457,12.940446266828747,3.5260071571740457,0.0
Upper,39,sugar maple,2021,1.02,3.0,2.1,-0.1714285714285714,annualized,2.5908,hardwood,0.6698216900341066,2.4582456024251713,3.5260071571740457,-0.2700113130635331
Upper,39,sugar maple,2022,1.0,1.0,1.02,-0.0196078431372549,normal,2.54,hardwood,0.639998287075967,2.348793713568799,0.6698216900341066,-0.0445243911952464
Upper,39,sugar maple,2023,2.31,1.0,1.0,1.31,normal,5.8674,hardwood,4.390220823715434,16.11211042303564,0.639998287075967,5.859738396759679
Upper,39,sugar maple,2024,2.33,1.0,2.31,0.0086580086580086,normal,5.918200000000001,hardwood,4.47813755810549,16.434764838247148,4.390220823715434,0.0200255836597423
Upper,39,sugar maple,2025,2.5,1.0,2.33,0.0729613733905579,normal,6.35,hardwood,5.265514724444983,19.324439038713088,4.47813755810549,0.1758269271818882
Upper,40,sugar maple,2015,15.4,,,,initial,39.116,hardwood,344.72792840354595,1265.1514972410137,,
Upper,40,sugar maple,2016,15.9,1.0,15.4,0.0324675324675324,normal,40.386,hardwood,371.0156229671586,1361.6273362894722,344.72792840354595,0.0762563529022798
Upper,40,sugar maple,2017,16.0,1.0,15.9,0.0062893081761006,normal,40.64,hardwood,376.40446953732254,1381.4044032019738,371.0156229671586,0.0145245812752228
Upper,40,sugar maple,2018,16.45,1.0,16.0,0.0281249999999999,normal,41.783,hardwood,401.1995034842513,1472.4021777872022,376.40446953732254,0.065873378117446
Upper,40,sugar maple,2021,16.0,3.0,16.45,-0.0091185410334346,annualized,40.64,hardwood,376.40446953732254,1381.4044032019738,401.1995034842513,-0.0206007516057839
Upper,40,sugar maple,2022,15.6,1.0,16.0,-0.025,normal,39.624,hardwood,355.112032328014,1303.2611586438113,376.40446953732254,-0.0565679712450845
Upper,40,sugar maple,2023,16.94,1.0,15.6,0.085897435897436,normal,43.02760000000001,hardwood,429.2196987502677,1575.2362944134825,355.112032328014,0.2086881312819077
Upper,40,sugar maple,2024,16.96,1.0,16.94,0.0011806375442738,normal,43.0784,hardwood,430.3861249511222,1579.5170785706189,429.2196987502677,0.0027175504858021
Upper,40,sugar maple,2025,17.0,1.0,16.96,0.0023584905660376,normal,43.18,hardwood,432.7243465602261,1588.0983518760297,430.3861249511222,0.0054328461666122
Upper,404,sugar maple,2021,3.8,,,,initial,9.652,hardwood,13.793709769009748,50.62291485226577,,
Upper,404,sugar maple,2022,3.8,1.0,3.8,0.0,normal,9.652,hardwood,13.793709769009748,50.62291485226577,13.793709769009748,0.0
Upper,404,sugar maple,2023,3.85,1.0,3.8,0.0131578947368421,normal,9.779,hardwood,14.214725893525964,52.168044029240285,13.793709769009748,0.0305223273192328
Upper,404,sugar maple,2024,3.81,1.0,3.85,-0.0103896103896103,normal,9.6774,hardwood,13.877340858749765,50.92984095161164,14.214725893525964,-0.0237348955796509
Upper,404,sugar maple,2025,3.83,1.0,3.81,0.005249343832021,normal,9.7282,hardwood,14.045460791857831,51.54684110611824,13.877340858749765,0.0121147080567719
Upper,41,sugar maple,2015,1.9,,,,initial,4.826,hardwood,2.800993453630146,10.279645974822635,,
Upper,41,sugar maple,2016,2.0,1.0,1.9,0.0526315789473684,normal,5.08,hardwood,3.1517212627355704,11.566817034239545,2.800993453630146,0.1252155047527418
Upper,41,sugar maple,2017,2.3,1.0,2.0,0.1499999999999999,normal,5.842,hardwood,4.346631614612262,15.952138025627,3.1517212627355704,0.3791294509462922
Upper,41,sugar maple,2018,2.17,1.0,2.3,-0.0565217391304347,normal,5.5118,hardwood,3.802210873240097,13.954113904791155,4.346631614612262,-0.1252511806020003
Upper,41,sugar maple,2021,2.25,3.0,2.17,0.0122887864823348,annualized,5.715,hardwood,4.132364321957084,15.165777061582498,3.802210873240097,0.0289439889688568
Upper,41,sugar maple,2022,1.16,1.0,2.25,-0.4844444444444444,normal,2.9463999999999997,hardwood,0.9003931593682505,3.304442894881479,4.132364321957084,-0.7821118640038435
Upper,41,sugar maple,2023,2.38,1.0,1.16,1.0517241379310345,normal,6.0451999999999995,hardwood,4.702251058134278,17.2572613833528,0.9003931593682505,4.222442006815727
Upper,41,sugar maple,2024,1.4,1.0,2.38,-0.411764705882353,normal,3.5559999999999996,hardwood,1.3876287639133735,5.092597563562081,4.702251058134278,-0.7049011746165791
Upper,41,sugar maple,2025,2.5,1.0,1.4,0.7857142857142858,normal,6.35,hardwood,5.265514724444983,19.324439038713088,1.3876287639133735,2.7946134163400034
Upper,44,sugar maple,2015,17.2,,,,initial,43.687999999999995,hardwood,444.52300291672253,1631.3994207043716,,
Upper,44,sugar maple,2016,17.4,1.0,17.2,0.0116279069767441,normal,44.196,hardwood,456.5013673091518,1675.3600180245871,444.52300291672253,0.0269465569021932
Upper,44,sugar maple,2017,17.3,1.0,17.4,-0.0057471264367814,normal,43.942,hardwood,450.4896824672929,1653.2971346549648,456.5013673091518,-0.0131690401658484
Upper,44,sugar maple,2018,17.58,1.0,17.3,0.0161849710982657,normal,44.6532,hardwood,467.4360617734424,1715.4903467085337,450.4896824672929,0.0376176857444008
Upper,44,sugar maple,2021,17.75,3.0,17.58,0.00322335987865,annualized,45.085,hardwood,477.8978026014306,1753.8849355472505,467.4360617734424,0.0074603720761983
Upper,44,sugar maple,2022,17.0,1.0,17.75,-0.0422535211267605,normal,43.18,hardwood,432.7243465602261,1588.0983518760297,477.8978026014306,-0.094525347878361
Upper,44,sugar maple,2023,18.06,1.0,17.0,0.0623529411764705,normal,45.8724,hardwood,497.3127885212884,1825.1379338731283,432.7243465602261,0.1492600138505795
Upper,44,sugar maple,2024,17.1,1.0,18.06,-0.0531561461794018,normal,43.434000000000005,hardwood,438.60125045486575,1609.6665891693572,497.3127885212884,-0.1180575674335577
Upper,44,sugar maple,2025,18.5,1.0,17.1,0.0818713450292396,normal,46.99,hardwood,525.6223056483336,1929.0338617293844,438.60125045486575,0.1984058529318369
Upper,45,norway maple,2015,2.1,,,,initial,5.3340000000000005,hardwood,3.5260071571740457,12.940446266828747,,
Upper,45,norway maple,2016,2.2,1.0,2.1,0.0476190476190476,normal,5.588000000000001,hardwood,3.9241985910482433,14.401808829147052,3.5260071571740457,0.1129298427724497
Upper,45,norway maple,2017,2.17,1.0,2.2,-0.0136363636363637,normal,5.5118,hardwood,3.802210873240097,13.954113904791155,3.9241985910482433,-0.0310860204899977
Upper,45,norway maple,2018,2.2,1.0,2.17,0.0138248847926268,normal,5.588000000000001,hardwood,3.9241985910482433,14.401808829147052,3.802210873240097,0.0320833646199619
Upper,45,norway maple,2021,2.31,3.0,2.2,0.0166666666666666,annualized,5.8674,hardwood,4.390220823715434,16.11211042303564,3.9241985910482433,0.0395853422344004
Upper,45,norway maple,2022,2.4,1.0,2.31,0.0389610389610389,normal,6.096,hardwood,4.7936317430245,17.592628496899916,4.390220823715434,0.0918885257729839
Upper,45,norway maple,2023,2.35,1.0,2.4,-0.0208333333333332,normal,5.969,hardwood,4.567040835923054,16.761039867837606,4.7936317430245,-0.0472691519183074
Upper,45,norway maple,2024,2.6,1.0,2.35,0.1063829787234042,normal,6.604,hardwood,5.762587222808233,21.148695107706217,4.567040835923054,0.2617770302120684
Upper,45,norway maple,2025,2.8,1.0,2.6,0.0769230769230768,normal,7.111999999999999,hardwood,6.833485601954647,25.078892159173552,5.762587222808233,0.1858363852451228
Upper,451,sugar maple,2015,12.9,,,,initial,32.766,hardwood,229.36922401131957,841.7850521215428,,
Upper,451,sugar maple,2016,13.0,1.0,12.9,0.007751937984496,normal,33.02,hardwood,233.4793749165397,856.8693059437007,229.36922401131957,0.017919365263307
