Plot,TreeID,Species,Year,DBH,GapYears,PrevDBH,GrowthRate,GrowthType,DBH_cm,Group,Carbon,CO2e,PrevCarbon,CarbonGrowthRate
Upper,180,red maple,2017,5.13,1.0,5.1,0.0058823529411765,normal,13.0302,hardwood,27.507349872243513,100.95197403113367,27.138773514041727,0.0135811722667231
Upper,180,red maple,2018,5.19,1.0,5.13,0.0116959064327486,normal,13.1826,hardwood,28.25294569181555,103.68831068896309,27.507349872243513,0.0271053308673834
Upper,180,red maple,2021,5.13,3.0,5.19,-0.0038535645472061,annualized,13.0302,hardwood,27.507349872243513,100.95197403113367,28.25294569181555,-0.0087966735422332
Upper,180,red maple,2022,5.2,1.0,5.13,0.01364522417154,normal,13.208,hardwood,28.37830826309261,104.14839132554988,27.507349872243513,0.0316627517697713
Upper,180,red maple,2023,4.64,1.0,5.2,-0.1076923076923077,normal,11.7856,hardwood,21.8358532484335,80.13758142175095,28.37830826309261,-0.2305442225098348
Upper,180,red maple,2024,5.1,1.0,4.64,0.0991379310344827,normal,12.954,hardwood,27.138773514041727,99.59929879653312,21.8358532484335,0.2428538150204254
Upper,180,red maple,2025,5.08,1.0,5.1,-0.0039215686274508,normal,12.9032,hardwood,26.894616126555583,98.703241184459,27.138773514041727,-0.0089966257082257
Upper,181,sugar maple,2015,16.4,,,,initial,41.656,hardwood,398.4003049048416,1462.1291190007687,,
Upper,181,sugar maple,2016,17.0,1.0,16.4,0.0365853658536586,normal,43.18,hardwood,432.7243465602261,1588.0983518760297,398.4003049048416,0.0861546570944086
Upper,181,sugar maple,2017,17.25,1.0,17.0,0.0147058823529411,normal,43.815,hardwood,447.5007219108198,1642.3276494127083,432.7243465602261,0.0341473168035326
Upper,181,sugar maple,2018,17.0,1.0,17.25,-0.0144927536231884,normal,43.18,hardwood,432.7243465602261,1588.0983518760297,447.5007219108198,-0.0330197799178934
Upper,181,sugar maple,2021,17.55,3.0,17.0,0.0107843137254902,annualized,44.577000000000005,hardwood,465.6034497848534,1708.764660710412,432.7243465602261,0.025327211565505
Upper,181,sugar maple,2022,17.16,1.0,17.55,-0.0222222222222222,normal,43.5864,hardwood,442.1489150713602,1622.686518311892,465.6034497848534,-0.0503744865385579
Upper,181,sugar maple,2023,17.25,1.0,17.16,0.0052447552447552,normal,43.815,hardwood,447.5007219108198,1642.3276494127083,442.1489150713602,0.0121040822606018
Upper,181,sugar maple,2024,18.2,1.0,17.25,0.0550724637681159,normal,46.228,hardwood,506.224318028915,1857.843247166118,447.5007219108198,0.1312257014186402
Upper,181,sugar maple,2025,18.03,1.0,18.2,-0.0093406593406592,normal,45.796200000000006,hardwood,495.4148074617369,1818.1723433845743,506.224318028915,-0.0213532028829966
Upper,182,sugar maple,2015,5.9,,,,initial,14.986,hardwood,37.9435917037269,139.25298155267774,,
Upper,182,sugar maple,2016,5.9,1.0,5.9,0.0,normal,14.986,hardwood,37.9435917037269,139.25298155267774,37.9435917037269,0.0
Upper,182,sugar maple,2017,6.0,1.0,5.9,0.0169491525423728,normal,15.24,hardwood,39.43907200405727,144.7413942548902,37.9435917037269,0.0394132509122345
Upper,182,sugar maple,2018,6.0,1.0,6.0,0.0,normal,15.24,hardwood,39.43907200405727,144.7413942548902,39.43907200405727,0.0
Upper,182,sugar maple,2021,6.11,3.0,6.0,0.0061111111111111,annualized,15.5194,hardwood,41.12194000920774,150.9175198337924,39.43907200405727,0.014223357021664
Upper,182,sugar maple,2022,6.2,1.0,6.11,0.0147299509001636,normal,15.748,hardwood,42.52846398772181,156.07946283493902,41.12194000920774,0.0342037359667157
Upper,182,sugar maple,2023,6.2,1.0,6.2,0.0,normal,15.748,hardwood,42.52846398772181,156.07946283493902,42.52846398772181,0.0
Upper,182,sugar maple,2024,6.1,1.0,6.2,-0.0161290322580646,normal,15.494,hardwood,40.967308485507594,150.35002214181287,42.52846398772181,-0.0367084854666965
Upper,182,sugar maple,2025,6.15,1.0,6.1,0.0081967213114755,normal,15.621,hardwood,41.74376125473302,153.19960380487018,40.967308485507594,0.0189529846584894
Upper,183,sugar maple,2015,11.2,,,,initial,28.447999999999997,hardwood,165.72203734228694,608.199877046193,,
Upper,183,sugar maple,2016,11.3,1.0,11.2,0.0089285714285715,normal,28.702,hardwood,169.14502619193084,620.7622461243861,165.72203734228694,0.020655001015791
Upper,183,sugar maple,2017,11.2,1.0,11.3,-0.008849557522124,normal,28.447999999999997,hardwood,165.72203734228694,608.199877046193,169.14502619193084,-0.0202370056436645
Upper,183,sugar maple,2018,11.13,1.0,11.2,-0.0062499999999998,normal,28.270200000000003,hardwood,163.34945490820937,599.4924995131283,165.72203734228694,-0.0143166381015288
Upper,183,sugar maple,2021,11.3,3.0,11.13,0.0050913447139862,annualized,28.702,hardwood,169.14502619193084,620.7622461243861,163.34945490820937,0.0118265291773357
Upper,183,sugar maple,2022,11.3,1.0,11.3,0.0,normal,28.702,hardwood,169.14502619193084,620.7622461243861,169.14502619193084,0.0
Upper,183,sugar maple,2023,10.78,1.0,11.3,-0.0460176991150443,normal,27.3812,hardwood,151.77560110815057,557.0164560669126,169.14502619193084,-0.1026895408917965
Upper,183,sugar maple,2024,11.5,1.0,10.78,0.0667903525046382,normal,29.21,hardwood,176.10992999036688,646.3234430646464,151.77560110815057,0.1603309669310841
Upper,183,sugar maple,2025,11.2,1.0,11.5,-0.0260869565217391,normal,28.447999999999997,hardwood,165.72203734228694,608.199877046193,176.10992999036688,-0.0589852749850514
Upper,184,sugar maple,2015,4.2,,,,initial,10.668,hardwood,17.36409605187606,63.726232510385145,,
Upper,184,sugar maple,2016,4.3125,1.0,4.2,0.0267857142857142,normal,10.95375,hardwood,18.452523207434623,67.72076017128506,17.36409605187606,0.0626826269738911
Upper,184,sugar maple,2017,4.45,1.0,4.3125,0.0318840579710145,normal,11.303,hardwood,19.833841435142535,72.7901980669731,18.452523207434623,0.0748579591083441
Upper,184,sugar maple,2018,4.19,1.0,4.45,-0.0584269662921347,normal,10.642600000000002,hardwood,17.269154081094413,63.377795477616495,19.833841435142535,-0.129308654727061
Upper,184,sugar maple,2021,4.5,3.0,4.19,0.0246618933969768,annualized,11.43,hardwood,20.350148995533267,74.68504681360709,17.269154081094413,0.0594700991137295
Upper,184,sugar maple,2022,4.4,1.0,4.5,-0.0222222222222221,normal,11.176000000000002,hardwood,19.325020688900143,70.92282592826353,20.350148995533267,-0.050374486538557
Upper,184,sugar maple,2023,4.4,1.0,4.4,0.0,normal,11.176000000000002,hardwood,19.325020688900143,70.92282592826353,19.325020688900143,0.0
Upper,184,sugar maple,2024,4.5,1.0,4.4,0.0227272727272726,normal,11.43,hardwood,20.350148995533267,74.68504681360709,19.325020688900143,0.0530466861141282
Upper,184,sugar maple,2025,4.2,1.0,4.5,-0.0666666666666666,normal,10.668,hardwood,17.36409605187606,63.726232510385145,20.350148995533267,-0.1467337140535249
Upper,186,sugar maple,2015,13.7,,,,initial,34.798,hardwood,263.41233982397756,966.7232871539976,,
Upper,186,sugar maple,2016,13.625,1.0,13.7,-0.0054744525547444,normal,34.6075,hardwood,260.1074472203659,954.5943312987428,263.41233982397756,-0.0125464608295121
Upper,186,sugar maple,2017,13.7,1.0,13.625,0.0055045871559632,normal,34.798,hardwood,263.41233982397756,966.7232871539976,260.1074472203659,0.0127058745873267
Upper,186,sugar maple,2018,13.38,1.0,13.7,-0.0233576642335765,normal,33.9852,hardwood,249.4754832245644,915.5750234341511,263.41233982397756,-0.0529088979230294
Upper,186,sugar maple,2021,13.9,3.0,13.38,0.0129546586945689,annualized,35.306000000000004,hardwood,272.3408898838568,999.4910658737545,249.4754832245644,0.0305513075723893
Upper,186,sugar maple,2022,12.48,1.0,13.9,-0.1021582733812949,normal,31.6992,hardwood,212.55550530426345,780.0787044666469,272.3408898838568,-0.2195240847053469
Upper,186,sugar maple,2023,14.23,1.0,12.48,0.1402243589743589,normal,36.144200000000005,hardwood,287.4419045702355,1054.9117897727645,212.55550530426345,0.352314559713594
Upper,186,sugar maple,2024,14.06,1.0,14.23,-0.0119465917076598,normal,35.7124,hardwood,279.6050745747658,1026.1506236893904,287.4419045702355,-0.0272640483898366
Upper,186,sugar maple,2025,13.95,1.0,14.06,-0.007823613086771,normal,35.433,hardwood,274.59934002860507,1007.7795779049806,279.6050745747658,-0.0179028744516659
Upper,187,sugar maple,2015,6.6,,,,initial,16.764,hardwood,49.10546900846182,180.21707126105483,,
Upper,187,sugar maple,2016,6.7,1.0,6.6,0.0151515151515152,normal,17.018,hardwood,50.833598900463016,186.5593079646993,49.10546900846182,0.0351922082589906
Upper,187,sugar maple,2017,6.95,1.0,6.7,0.0373134328358208,normal,17.653000000000002,hardwood,55.30238510848809,202.95975334815128,50.833598900463016,0.087910089088427
Upper,187,sugar maple,2018,7.0,1.0,6.95,0.0071942446043165,normal,17.78,hardwood,56.22174274992082,206.33379589220945,55.30238510848809,0.0166241951342461
Upper,187,sugar maple,2021,5.98,3.0,7.0,-0.0485714285714285,annualized,15.1892,hardwood,39.13736069366355,143.63411374574522,56.22174274992082,-0.1012916665369723
Upper,187,sugar maple,2022,6.0,1.0,5.98,0.003344481605351,normal,15.24,hardwood,39.43907200405727,144.7413942548902,39.13736069366355,0.0077090356898432
Upper,187,sugar maple,2023,6.9,1.0,6.0,0.15,normal,17.526,hardwood,54.39158571878679,199.6171195879475,39.43907200405727,0.3791294509462922
Upper,187,sugar maple,2024,7.06,1.0,6.9,0.0231884057971013,normal,17.932399999999998,hardwood,57.33629474761316,210.42420172374028,54.39158571878679,0.0541390545966242
Upper,187,sugar maple,2025,6.97,1.0,7.06,-0.0127478753541076,normal,17.7038,hardwood,55.669100140991056,204.3055975174372,57.33629474761316,-0.0290774737705126
Upper,188,sugar maple,2015,17.0,,,,initial,43.18,hardwood,432.7243465602261,1588.0983518760297,,
Upper,188,sugar maple,2016,10.0,1.0,17.0,-0.4117647058823529,normal,25.4,hardwood,127.69644638473106,468.645958231963,432.7243465602261,-0.7049011746165791
Upper,188,sugar maple,2017,10.0,1.0,10.0,0.0,normal,25.4,hardwood,127.69644638473106,468.645958231963,127.69644638473106,0.0
Upper,188,sugar maple,2018,10.2,1.0,10.0,0.0199999999999999,normal,25.908,hardwood,133.64699758738178,490.4844811456911,127.69644638473106,0.0465991918422111
Upper,188,sugar maple,2021,19.67,3.0,10.2,0.3094771241830066,annualized,49.9618,hardwood,605.2416958019696,2221.2370235932285,133.64699758738178,1.1762197099520757
Upper,188,sugar maple,2022,9.16,1.0,19.67,-0.534316217590239,normal,23.2664,hardwood,104.36104064486663,383.0050191666606,605.2416958019696,-0.8275712969401685
Upper,188,sugar maple,2023,10.3,1.0,9.16,0.1244541484716157,normal,26.162000000000003,hardwood,136.67982952173418,501.6149743447645,104.36104064486663,0.3096825086944669
Upper,188,sugar maple,2024,19.89,1.0,10.3,0.9310679611650484,normal,50.5206,hardwood,620.9245236406447,2278.793001761166,136.67982952173418,3.5429126288301975
Upper,188,sugar maple,2025,19.95,1.0,19.89,0.0030165912518853,normal,50.673,hardwood,625.2410470086689,2294.634642521815,620.9245236406447,0.0069517682160713
Upper,189,sugar maple,2015,11.0,,,,initial,27.94,hardwood,158.9944583328694,583.5096620816307,,
Upper,189,sugar maple,2016,11.1,1.0,11.0,0.009090909090909,normal,28.194,hardwood,162.33855010300397,595.7824788780246,158.9944583328694,0.0210327567715183
Upper,189,sugar maple,2017,11.14,1.0,11.1,0.0036036036036036,normal,28.2956,hardwood,163.68721158358022,600.7320665117394,162.33855010300397,0.008307709288524
Upper,189,sugar maple,2018,11.0,1.0,11.14,-0.0125673249551167,normal,27.94,hardwood,158.9944583328694,583.5096620816307,163.68721158358022,-0.0286690279913201
Upper,189,sugar maple,2021,10.33,3.0,11.0,-0.0203030303030303,annualized,26.2382,hardwood,137.59718564472726,504.98167131614906,158.9944583328694,-0.04485957752344
Upper,189,sugar maple,2022,10.16,1.0,10.33,-0.0164569215876089,normal,25.8064,hardwood,132.44462557305997,486.0717758531301,137.59718564472726,-0.0374466966567985
Upper,189,sugar maple,2023,11.3,1.0,10.16,0.1122047244094488,normal,28.702,hardwood,169.14502619193084,620.7622461243861,132.44462557305997,0.2770999612862808
Upper,189,sugar maple,2024,11.21,1.0,11.3,-0.0079646017699114,normal,28.4734,hardwood,166.06255690921702,609.4495838568265,169.14502619193084,-0.0182238245611556
Upper,189,sugar maple,2025,11.16,1.0,11.21,-0.0044603033006245,normal,28.3464,hardwood,164.36390818231624,603.2155430291006,166.06255690921702,-0.0102289688808621
Upper,19,sugar maple,2015,16.2,,,,initial,41.148,hardwood,387.31413343583506,1421.4428697095148,,
Upper,19,sugar maple,2016,15.8,1.0,16.2,-0.0246913580246912,normal,40.132000000000005,hardwood,365.6706566210666,1342.0113097993144,387.31413343583506,-0.0558809373228154
Upper,19,sugar maple,2017,15.8,1.0,15.8,0.0,normal,40.132000000000005,hardwood,365.6706566210666,1342.0113097993144,365.6706566210666,0.0
Upper,19,sugar maple,2018,15.8,1.0,15.8,0.0,normal,40.132000000000005,hardwood,365.6706566210666,1342.0113097993144,365.6706566210666,0.0
Upper,19,sugar maple,2021,15.95,3.0,15.8,0.0031645569620252,annualized,40.513,hardwood,373.7045560525056,1371.4957207126956,365.6706566210666,0.0073234382596945
Upper,19,sugar maple,2022,18.0,1.0,15.95,0.1285266457680251,normal,45.72,hardwood,493.5209274157552,1811.2218036158215,373.7045560525056,0.3206179036961363
Upper,19,sugar maple,2023,15.2,1.0,18.0,-0.1555555555555555,normal,38.608,hardwood,334.51767056839014,1227.6798509859918,493.5209274157552,-0.3221813868764606
Upper,19,sugar maple,2024,15.91,1.0,15.2,0.0467105263157895,normal,40.4114,hardwood,371.5525316481554,1363.5977911487305,334.51767056839014,0.1107112249611152
Upper,19,sugar maple,2025,15.8,1.0,15.91,-0.0069138906348208,normal,40.132000000000005,hardwood,365.6706566210666,1342.0113097993144,371.5525316481554,-0.0158305341131646
Upper,191,sugar maple,2015,3.6,,,,initial,9.144,hardwood,12.180764967060204,44.70340742911094,,
Upper,191,sugar maple,2016,3.6,1.0,3.6,0.0,normal,9.144,hardwood,12.180764967060204,44.70340742911094,12.180764967060204,0.0
Upper,191,sugar maple,2017,3.8,1.0,3.6,0.0555555555555554,normal,9.652,hardwood,13.793709769009748,50.62291485226577,12.180764967060204,0.1324173651089522
Upper,191,sugar maple,2018,3.5,1.0,3.8,-0.0789473684210525,normal,8.89,hardwood,11.416561318986751,41.89878004068138,13.793709769009748,-0.1723356870508993
Upper,191,sugar maple,2021,3.66,3.0,3.5,0.0152380952380952,annualized,9.2964,hardwood,12.652761098021864,46.43563322974024,11.416561318986751,0.0360937572617773
Upper,191,sugar maple,2022,3.5,1.0,3.66,-0.0437158469945355,normal,8.89,hardwood,11.416561318986751,41.89878004068138,12.652761098021864,-0.0977019774149043
Upper,191,sugar maple,2023,3.7,1.0,3.5,0.0571428571428572,normal,9.398,hardwood,12.973070463439562,47.61116860082319,11.416561318986751,0.1363378254592473
Upper,192,sugar maple,2015,10.8,,,,initial,27.432,hardwood,152.42403326727535,559.3962020909005,,
Upper,192,sugar maple,2016,10.9,1.0,10.8,0.0092592592592592,normal,27.686,hardwood,155.68965521916903,571.3810346543503,152.42403326727535,0.021424586936152
Upper,192,sugar maple,2017,11.1,1.0,10.9,0.0183486238532109,normal,28.194,hardwood,162.33855010300397,595.7824788780246,155.68965521916903,0.0427060800826817
Upper,192,sugar maple,2018,11.0,1.0,11.1,-0.0090090090090089,normal,27.94,hardwood,158.9944583328694,583.5096620816307,162.33855010300397,-0.0205994926529325
Upper,192,sugar maple,2021,11.16,3.0,11.0,0.0048484848484848,annualized,28.3464,hardwood,164.36390818231624,603.2155430291006,158.9944583328694,0.011257100626332
Upper,192,sugar maple,2022,11.2,1.0,11.16,0.0035842293906809,normal,28.447999999999997,hardwood,165.72203734228694,608.199877046193,164.36390818231624,0.0082629402950447
Upper,192,sugar maple,2023,11.4,1.0,11.2,0.0178571428571429,normal,28.956000000000003,hardwood,172.6076221318073,633.4699732237327,165.72203734228694,0.0415489991551254
Upper,192,sugar maple,2024,11.19,1.0,11.4,-0.018421052631579,normal,28.4226,hardwood,165.38191279200612,606.9516199466624,172.6076221318073,-0.0418620525012704
Upper,192,sugar maple,2025,11.4,1.0,11.19,0.0187667560321716,normal,28.956000000000003,hardwood,172.6076221318073,633.4699732237327,165.38191279200612,0.0436910495096803
Upper,193,sugar maple,2015,10.8,,,,initial,27.432,hardwood,152.42403326727535,559.3962020909005,,
Upper,193,sugar maple,2016,10.9,1.0,10.8,0.0092592592592592,normal,27.686,hardwood,155.68965521916903,571.3810346543503,152.42403326727535,0.021424586936152
Upper,193,sugar maple,2017,10.75,1.0,10.9,-0.0137614678899082,normal,27.305,hardwood,150.80588144585377,553.4575849062833,155.68965521916903,-0.0313686465965912
Upper,193,sugar maple,2018,10.8,1.0,10.75,0.0046511627906977,normal,27.432,hardwood,152.42403326727535,559.3962020909005,150.80588144585377,0.0107300312554624
Upper,193,sugar maple,2021,10.98,3.0,10.8,0.0055555555555555,annualized,27.8892,hardwood,158.3303580475563,581.0724140345316,152.42403326727535,0.0129164337444612
Upper,193,sugar maple,2022,11.0,1.0,10.98,0.0018214936247722,normal,27.94,hardwood,158.9944583328694,583.5096620816307,158.3303580475563,0.0041943964095226
Upper,193,sugar maple,2023,10.8,1.0,11.0,-0.0181818181818181,normal,27.432,hardwood,152.42403326727535,559.3962020909005,158.9944583328694,-0.0413248683915654
Upper,193,sugar maple,2024,11.0,1.0,10.8,0.0185185185185184,normal,27.94,hardwood,158.9944583328694,583.5096620816307,152.42403326727535,0.0431062275728712
Upper,193,sugar maple,2025,10.9,1.0,11.0,-0.009090909090909,normal,27.686,hardwood,155.68965521916903,571.3810346543503,158.9944583328694,-0.0207856496908935
Upper,194,sugar maple,2015,10.3,,,,initial,26.162000000000003,hardwood,136.67982952173418,501.6149743447645,,
Upper,194,sugar maple,2016,10.4,1.0,10.3,0.0097087378640776,normal,26.416,hardwood,139.75118271314534,512.8868405572434,136.67982952173418,0.0224711517577856
Upper,194,sugar maple,2017,10.15,1.0,10.4,-0.0240384615384615,normal,25.781,hardwood,132.14499193972108,484.97212041877634,139.75118271314534,-0.0544266647749007
Upper,194,sugar maple,2018,10.4,1.0,10.15,0.0246305418719211,normal,26.416,hardwood,139.75118271314534,512.8868405572434,132.14499193972108,0.0575594327244265
Upper,194,sugar maple,2021,10.38,3.0,10.4,-0.0006410256410256,annualized,26.3652,hardwood,139.1338249960641,510.62113773555535,139.75118271314534,-0.0014725163801735
Upper,194,sugar maple,2022,10.8,1.0,10.38,0.0404624277456647,normal,27.432,hardwood,152.42403326727535,559.3962020909005,139.1338249960641,0.0955210443728343
Upper,194,sugar maple,2023,10.8,1.0,10.8,0.0,normal,27.432,hardwood,152.42403326727535,559.3962020909005,152.42403326727535,0.0
Upper,194,sugar maple,2024,10.4,1.0,10.8,-0.037037037037037,normal,26.416,hardwood,139.75118271314534,512.8868405572434,152.42403326727535,-0.083142075973729
Upper,194,sugar maple,2025,10.22,1.0,10.4,-0.0173076923076922,normal,25.958800000000004,hardwood,134.25048766656246,492.69928973628424,139.75118271314534,-0.039360633232519
Upper,196,sugar maple,2015,7.1,,,,initial,18.034,hardwood,58.08620639542944,213.1763774712261,,
Upper,196,sugar maple,2016,7.1,1.0,7.1,0.0,normal,18.034,hardwood,58.08620639542944,213.1763774712261,58.08620639542944,0.0
Upper,196,sugar maple,2017,7.0,1.0,7.1,-0.0140845070422534,normal,17.78,hardwood,56.22174274992082,206.33379589220945,58.08620639542944,-0.0320982167920563
Upper,196,sugar maple,2018,7.0,1.0,7.0,0.0,normal,17.78,hardwood,56.22174274992082,206.33379589220945,56.22174274992082,0.0
Upper,196,sugar maple,2021,7.14,3.0,7.0,0.0066666666666666,annualized,18.1356,hardwood,58.84163052602783,215.94878403052212,56.22174274992082,0.0155330639474037
Upper,196,sugar maple,2022,7.1,1.0,7.14,-0.0056022408963585,normal,18.034,hardwood,58.08620639542944,213.1763774712261,58.84163052602783,-0.0128382596444915
Upper,196,sugar maple,2023,7.28,1.0,7.1,0.0253521126760564,normal,18.4912,hardwood,61.52915970600667,225.81201612104448,58.08620639542944,0.0592731652526742
Upper,196,sugar maple,2024,7.2,1.0,7.28,-0.0109890109890109,normal,18.288,hardwood,59.98512295785456,220.14540125532625,61.52915970600667,-0.0250943902944506
Upper,196,sugar maple,2025,7.0,1.0,7.2,-0.0277777777777778,normal,17.78,hardwood,56.22174274992082,206.33379589220945,59.98512295785456,-0.0627385595354681
Upper,197,sugar maple,2015,4.1,,,,initial,10.414,hardwood,16.427886061758493,60.29034184665367,,
Upper,197,sugar maple,2016,4.0,1.0,4.1,-0.0243902439024389,normal,10.16,hardwood,15.520896100149129,56.961688687547294,16.427886061758493,-0.0552103878855535
Upper,197,sugar maple,2017,4.3,1.0,4.0,0.0749999999999999,normal,10.922,hardwood,18.32973808966056,67.27013878905424,15.520896100149129,0.1809716379381242
Upper,197,sugar maple,2018,3.0,1.0,4.3,-0.3023255813953488,normal,7.62,hardwood,8.00862018634041,29.391636083869304,18.32973808966056,-0.563080489903022
Upper,197,sugar maple,2021,4.03,3.0,3.0,0.1144444444444444,annualized,10.2362,hardwood,15.78993774585934,57.94907152730377,8.00862018634041,0.3238725847260942
Upper,197,sugar maple,2022,4.0,1.0,4.03,-0.0074441687344913,normal,10.16,hardwood,15.520896100149129,56.961688687547294,15.78993774585934,-0.0170388034481493
Upper,197,sugar maple,2023,3.96,1.0,4.0,-0.01,normal,10.0584,hardwood,15.166233539364182,55.66007708946655,15.520896100149129,-0.0228506497625183
Upper,197,sugar maple,2024,4.1,1.0,3.96,0.0353535353535352,normal,10.414,hardwood,16.427886061758493,60.29034184665367,15.166233539364182,0.0831882562746823
Upper,198,norway maple,2015,18.19,,,,initial,46.2026,hardwood,505.58481246452055,1855.4962617447904,,
Upper,198,norway maple,2016,18.6,1.0,18.19,0.022539857064321,normal,47.24400000000001,hardwood,532.1800418282869,1953.1007535098129,505.58481246452055,0.052602904019457
Upper,198,norway maple,2017,18.6,1.0,18.6,0.0,normal,47.24400000000001,hardwood,532.1800418282869,1953.1007535098129,532.1800418282869,0.0
Upper,198,norway maple,2018,17.5,1.0,18.6,-0.0591397849462366,normal,44.45,hardwood,462.55813532908246,1697.588356657733,532.1800418282869,-0.1308239712635985
Upper,198,norway maple,2021,19.44,3.0,17.5,0.0369523809523809,annualized,49.3776,hardwood,589.088047382894,2161.953133895221,462.55813532908246,0.0911812681043094
Upper,198,norway maple,2022,18.3,1.0,19.44,-0.058641975308642,normal,46.482,hardwood,512.6445184971672,1881.4053828846031,589.088047382894,-0.1297658800332784
Upper,198,norway maple,2023,19.64,1.0,18.3,0.0732240437158469,normal,49.8856,hardwood,603.1206849947046,2213.4529139305655,512.6445184971672,0.1764890937735392
Upper,198,norway maple,2024,18.36,1.0,19.64,-0.065173116089613,normal,46.6344,hardwood,516.518603790548,1895.623275911311,603.1206849947046,-0.1435899702311104
Upper,198,norway maple,2025,19.75,1.0,18.36,0.0757080610021786,normal,50.165,hardwood,610.918309782408,2242.070196901437,516.518603790548,0.1827614829341939
Upper,199,sugar maple,2015,2.2,,,,initial,5.588000000000001,hardwood,3.9241985910482433,14.401808829147052,,
Upper,199,sugar maple,2016,2.2,1.0,2.2,0.0,normal,5.588000000000001,hardwood,3.9241985910482433,14.401808829147052,3.9241985910482433,0.0
Upper,199,sugar maple,2017,2.3,1.0,2.2,0.0454545454545452,normal,5.842,hardwood,4.346631614612262,15.952138025627,3.9241985910482433,0.1076482277241675
Upper,199,sugar maple,2018,2.25,1.0,2.3,-0.0217391304347825,normal,5.715,hardwood,4.132364321957084,15.165777061582498,4.346631614612262,-0.0492950200644715
Upper,199,sugar maple,2021,2.38,3.0,2.25,0.0192592592592592,annualized,6.0451999999999995,hardwood,4.702251058134278,17.2572613833528,4.132364321957084,0.0459693847377019
Upper,199,sugar maple,2022,2.3,1.0,2.38,-0.0336134453781512,normal,5.842,hardwood,4.346631614612262,15.952138025627,4.702251058134278,-0.0756274897119415
Upper,199,sugar maple,2023,2.34,1.0,2.3,0.0173913043478261,normal,5.9436,hardwood,4.522465720425565,16.597449193961822,4.346631614612262,0.0404529579231407
Upper,199,sugar maple,2024,2.3,1.0,2.34,-0.0170940170940171,normal,5.842,hardwood,4.346631614612262,15.952138025627,4.522465720425565,-0.038880141206854
Upper,199,sugar maple,2025,2.3,1.0,2.3,0.0,normal,5.842,hardwood,4.346631614612262,15.952138025627,4.346631614612262,0.0
Upper,2,sugar maple,2015,7.5,,,,initial,19.05,hardwood,65.89003184106538,241.8164168567099,,
Upper,2,sugar maple,2016,7.6,1.0,7.5,0.0133333333333332,normal,19.304,hardwood,67.92819488567018,249.29647523040956,65.89003184106538,0.0309327979916763
Upper,2,sugar maple,2017,7.73,1.0,7.6,0.0171052631578948,normal,19.6342,hardwood,70.63039704637738,259.21355716020497,67.92819488567018,0.0397802733497522
Upper,2,sugar maple,2018,8.25,1.0,7.73,0.0672703751617075,normal,20.955,hardwood,82.0394789260037,301.08488765843356,70.63039704637738,0.1615321781659371
Upper,2,sugar maple,2021,7.88,3.0,8.25,-0.0149494949494949,annualized,20.0152,hardwood,73.82256176254042,270.9288016685233,82.0394789260037,-0.0333860285764556
Upper,2,sugar maple,2022,6.52,1.0,7.88,-0.1725888324873097,normal,16.5608,hardwood,47.74724102054066,175.23237454538423,73.82256176254042,-0.3532161458427074
Upper,2,sugar maple,2023,7.9,1.0,6.52,0.2116564417177915,normal,20.066000000000003,hardwood,74.25421677940489,272.5129755804159,47.74724102054066,0.5551519876815716
Upper,2,sugar maple,2024,8.0,1.0,7.9,0.0126582278481012,normal,20.32,hardwood,76.43385809522198,280.5122592094647,74.25421677940489,0.0293537715479834
Upper,2,sugar maple,2025,8.0,1.0,8.0,0.0,normal,20.32,hardwood,76.43385809522198,280.5122592094647,76.43385809522198,0.0
Upper,20,sugar maple,2015,28.0,,,,initial,71.12,hardwood,1363.4596301462536,5003.896842636751,,
Upper,20,sugar maple,2016,27.5,1.0,28.0,-0.0178571428571428,normal,69.85,hardwood,1308.109222107191,4800.760845133391,1363.4596301462536,-0.0405955605983914
Upper,20,sugar maple,2017,27.2,1.0,27.5,-0.0109090909090909,normal,69.088,hardwood,1275.520053488052,4681.158596301151,1308.109222107191,-0.0249131861991173
Upper,20,sugar maple,2018,27.8,1.0,27.2,0.0220588235294118,normal,70.61200000000001,hardwood,1341.163860423573,4922.071367754513,1275.520053488052,0.051464347233123
Upper,20,sugar maple,2021,27.5,3.0,27.8,-0.0035971223021582,annualized,69.85,hardwood,1308.109222107191,4800.760845133391,1341.163860423573,-0.0082154113283722
Upper,20,sugar maple,2022,28.0,1.0,27.5,0.0181818181818181,normal,71.12,hardwood,1363.4596301462536,5003.896842636751,1308.109222107191,0.0423132924251542
Upper,20,sugar maple,2023,28.2,1.0,28.0,0.0071428571428571,normal,71.628,hardwood,1385.963396841085,5086.485666406781,1363.4596301462536,0.0165049013533443
Upper,20,sugar maple,2024,28.0,1.0,28.2,-0.0070921985815602,normal,71.12,hardwood,1363.4596301462536,5003.896842636751,1385.963396841085,-0.0162369127107702
Upper,20,sugar maple,2025,28.23,1.0,28.0,0.0082142857142857,normal,71.7042,hardwood,1389.3569290950852,5098.939929778962,1363.4596301462536,0.0189938142474036
Upper,21,sugar maple,2015,9.2,,,,initial,23.368,hardwood,105.4121847485703,386.862718027253,,
Upper,21,sugar maple,2016,9.3,1.0,9.2,0.0108695652173914,normal,23.622000000000003,hardwood,108.06612856699694,396.6026918408788,105.4121847485703,0.0251768220605316
