TreeID,Plot,Species,DBH_cm,carbon_at_time,years_ahead
1,Upper,sugar maple,27.432,152.42403326727532,20
10,Upper,sugar maple,36.576,295.401396053482,20
100,Upper,sugar maple,25.13080437541008,124.60514051834421,20
104,Lower,sugar maple,17.875626192081718,56.91964348967325,20
105,Lower,sugar maple,12.218317551016808,23.72397742668605,20
106,Lower,beech,12.218317551016808,23.72397742668605,20
108,Lower,black birch,8.40418887987733,10.032325477838283,20
109,Lower,black birch,6.93803467104435,6.455132106814595,20
11,Upper,sugar maple,42.94349602079391,427.2925072187986,20
110,Lower,red oak,65.0494,1110.505828003705,20
112,Lower,sugar maple,12.015883126163484,22.82965575959757,20
113,Lower,sugar maple,12.266193566799164,23.938329200817844,20
115,Lower,black birch,6.8580000000000005,6.285147427752522,20
116,Lower,white pine,42.46149883031845,293.716475962879,20
117,Lower,red oak,75.18400000000001,1549.3507512218632,20
118,Lower,black birch,6.810833847856522,6.186170996062764,20
119,Lower,pignut hickory,12.277632677197456,23.989706031554135,20
12,Upper,sugar maple,27.62677018108368,154.92465145072669,20
120,Lower,mockernut hickory,12.193718101024627,23.614263761188862,20
121,Lower,musclewood,12.232230080628394,23.78615465861787,20
122,Lower,white pine,35.519619860410685,187.9796262097487,20
123,Lower,black birch,6.9088,6.392743670437877,20
125,Lower,musclewood,12.218317551016808,23.72397742668605,20
126,Lower,sugar maple,17.843703486028687,56.68612347099485,20
127,Lower,black birch,14.478000000000002,35.05023867647802,20
128,Lower,black birch,24.460200000000004,117.08985602934408,20
129,Lower,musclewood,24.69044556262493,119.640383396635,20
13,Upper,sugar maple,37.969256128957866,321.9252692474638,20
130,Lower,musclewood,24.95111267442703,122.56545263415282,20
131,Lower,musclewood,17.892807464510202,57.04555207218532,20
132,Lower,black birch,11.772124665260314,21.778472921204614,20
133,Lower,black birch,11.8872,22.271233624983306,20
135,Lower,white pine,11.938,12.31030873935906,20
138,Lower,shagbark hickory,57.46226937627792,834.9138068312576,20
14,Upper,sugar maple,42.46149883031845,416.34226406239276,20
140,Lower,black birch,8.9916,11.71888558893186,20
141,Lower,musclewood,12.018303412151337,22.840233552201234,20
143,Lower,black birch,6.946962708449364,6.474253329556857,20
144,Lower,yellow birch,12.203213829517365,23.656580693489417,20
145,Lower,red oak,60.35040000000001,934.5996523242784,20
146,Lower,dogwood,12.25072789027691,23.868966698067254,20
148,Lower,black birch,8.229600000000001,9.55943743359867,20
149,Lower,black birch,30.3276,191.99448914430434,20
15,Upper,sugar maple,17.975791550584137,57.65589484963162,20
150,Lower,black birch,9.0424,11.87172442660931,20
151,Lower,red oak,52.60376389622688,681.3965792874246,20
153,Lower,black birch,6.9539096251726145,6.489153693494076,20
154,Lower,black birch,6.941755728721619,6.463097629687005,20
157,Lower,black birch,6.926975030803681,6.431489935815345,20
160,Lower,red maple,12.227885042762757,23.7667261386852,20
161,Lower,black birch,8.89,11.416561318986751,20
163,Lower,musclewood,12.235592162442208,23.801194120412763,20
164,Lower,black birch,11.92768107175827,22.446059266658036,20
165,Lower,black birch,11.859912536931038,22.153823011652815,20
166,Lower,black birch,11.852190617322922,22.12066133485386,20
167,Upper,sugar maple,12.246971242070199,23.85213555860794,20
168,Upper,sugar maple,12.24342127146721,23.836236576090386,20
17,Upper,sugar maple,58.0898,856.0339524258058,20
171,Upper,sugar maple,16.81198039622307,49.4293245302004,20
172,Upper,sugar maple,56.900507668733596,816.2597618831256,20
173,Upper,sugar maple,35.40791241824627,274.1523701063017,20
174,Upper,sugar maple,24.937605737924574,122.41290340512253,20
175,Upper,sugar maple,14.019434036183357,32.549278849367376,20
178,Upper,sugar maple,39.43498131352663,351.22792174914395,20
18,Upper,norway maple,11.974131429970264,22.64761695322278,20
180,Upper,red maple,14.761887475323677,36.65115047245442,20
181,Upper,sugar maple,45.796200000000006,495.4148074617369,20
182,Upper,sugar maple,16.764601067364218,49.10951861954662,20
183,Upper,sugar maple,28.97962634372711,172.93171990431483,20
184,Upper,sugar maple,11.974131429970264,22.64761695322278,20
186,Upper,sugar maple,35.433,274.59934002860507,20
187,Upper,sugar maple,17.847095529065655,56.71091107851096,20
188,Upper,sugar maple,50.673,625.2410470086689,20
189,Upper,sugar maple,28.3464,164.36390818231624,20
19,Upper,sugar maple,42.60593408417702,419.60675690650515,20
191,Upper,sugar maple,12.266193566799164,23.938329200817844,20
192,Upper,sugar maple,28.956000000000003,172.6076221318073,20
193,Upper,sugar maple,27.686,155.68965521916903,20
194,Upper,sugar maple,27.46862138514519,152.89245315143825,20
196,Upper,sugar maple,17.84879155058414,56.72330717922443,20
197,Upper,sugar maple,12.193718101024627,23.614263761188862,20
198,Upper,norway maple,50.165,610.918309782408,20
199,Upper,sugar maple,12.211560256600379,23.693811224885366,20
2,Upper,sugar maple,20.32,76.43385809522198,20
20,Upper,sugar maple,71.7042,1389.3569290950852,20
21,Upper,sugar maple,25.116666967868806,124.44397639897241,20
22,Upper,sugar maple,11.994674784076214,22.737083732490383,20
23,Upper,sugar maple,42.54849649095536,418.30683945146706,20
24,Upper,sugar maple,19.812,72.1101498083406,20
26,Upper,sugar maple,35.39653930366039,273.9498779272484,20
27,Upper,sugar maple,16.764,49.10546900846182,20
28,Upper,sugar maple,42.418,415.3619362137748,20
29,Upper,sugar maple,21.1582,83.8807519122128,20
301,Lower,black birch,18.796000000000003,63.88689289997424,20
302,Lower,red oak,57.33526937627793,830.6757555196677,20
303,Lower,sugar maple,25.106387777376177,124.32686933776517,20
304,Lower,red oak,57.41808358860016,833.4379229141946,20
305,Lower,sugar maple,12.210409832954406,23.688677615641435,20
307,Lower,beech,12.25791653907299,23.901193146977707,20
309,Lower,sugar maple,12.239278058409692,23.81768826115063,20
31,Upper,sugar maple,36.050918326687814,285.73854371538573,20
310,Lower,black birch,6.9445651301145555,6.469115284255053,20
313,Lower,sugar maple,12.204651226520538,23.662990066862726,20
314,Lower,sugar maple,25.146,124.77849961247537,20
317,Lower,white pine,12.238322957634926,13.099200292449192,20
318,Lower,musclewood,12.239278058409692,23.81768826115063,20
319,Lower,musclewood,16.766558667421343,49.12270899692837,20
32,Upper,sugar maple,45.202603044509885,480.7698081753041,20
321,Lower,burning bush,12.227885042762757,23.7667261386852,20
322,Lower,pignut hickory,12.239381286859512,23.81815029461052,20
324,Lower,black birch,14.060332943499088,32.768092000011556,20
